"_index","agent.id","agent.ip","agent.name","data.sca.check.compliance.cis","data.sca.check.compliance.pci_dss","data.sca.check.compliance.tsc","data.sca.check.description","data.sca.check.id","data.sca.check.previous_result","data.sca.check.rationale","data.sca.check.registry","data.sca.check.remediation","data.sca.check.result","data.sca.check.title","data.sca.description","data.sca.failed","data.sca.file","data.sca.invalid","data.sca.passed","data.sca.policy","data.sca.policy_id","data.sca.scan_id","data.sca.score","data.sca.total_checks","data.sca.type","data.win.eventdata.authenticationPackageName","data.win.eventdata.binary","data.win.eventdata.data","data.win.eventdata.elevatedToken","data.win.eventdata.imagePath","data.win.eventdata.impersonationLevel","data.win.eventdata.ipAddress","data.win.eventdata.ipPort","data.win.eventdata.keyLength","data.win.eventdata.lmPackageName","data.win.eventdata.logonGuid","data.win.eventdata.logonProcessName","data.win.eventdata.logonType","data.win.eventdata.param1","data.win.eventdata.param2","data.win.eventdata.param3","data.win.eventdata.param4","data.win.eventdata.processId","data.win.eventdata.processName","data.win.eventdata.serviceName","data.win.eventdata.serviceType","data.win.eventdata.startType","data.win.eventdata.subjectDomainName","data.win.eventdata.subjectLogonId","data.win.eventdata.subjectUserName","data.win.eventdata.subjectUserSid","data.win.eventdata.targetDomainName","data.win.eventdata.targetLinkedLogonId","data.win.eventdata.targetLogonId","data.win.eventdata.targetUserName","data.win.eventdata.targetUserSid","data.win.eventdata.virtualAccount","data.win.eventdata.workstationName","data.win.system.channel","data.win.system.computer","data.win.system.eventID","data.win.system.eventRecordID","data.win.system.eventSourceName","data.win.system.keywords","data.win.system.level","data.win.system.message","data.win.system.opcode","data.win.system.processID","data.win.system.providerGuid","data.win.system.providerName","data.win.system.severityValue","data.win.system.systemTime","data.win.system.task","data.win.system.threadID","data.win.system.version","decoder.name","full_log",id,"input.type",location,"manager.name","rule.cis","rule.description","rule.firedtimes","rule.gdpr","rule.gpg13","rule.groups","rule.hipaa","rule.id","rule.info","rule.level","rule.mail","rule.mitre.id","rule.mitre.tactic","rule.mitre.technique","rule.nist_800_53","rule.pci_dss","rule.tsc","syscheck.arch","syscheck.changed_attributes","syscheck.event","syscheck.gid_after","syscheck.gname_after","syscheck.md5_after","syscheck.md5_before","syscheck.mode","syscheck.mtime_after","syscheck.mtime_before","syscheck.path","syscheck.sha1_after","syscheck.sha1_before","syscheck.sha256_after","syscheck.sha256_before","syscheck.size_after","syscheck.size_before","syscheck.uid_after","syscheck.uname_after","syscheck.value_name","syscheck.value_type","syscheck.win_perm_after.allowed","syscheck.win_perm_after.name",timestamp
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28253,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T08:20:41.0819534Z",12544,4324,2,"windows_eventchannel","-","1669105241.269779733",log,EventChannel,"s2g-siem-server","-","Windows logon success.",17,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 09:20:41.742"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28245,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T08:07:50.4165380Z",12544,8932,2,"windows_eventchannel","-","1669104471.262857653",log,EventChannel,"s2g-siem-server","-","Windows logon success.",7,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 09:07:51.420"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-11-22T14:10:02Z, RulesEngine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"1-admin-machine",16384,795,"Software Protection Platform Service",0x80000000000000,4,"""Successfully scheduled Software Protection service for re-start at 2022-11-22T14:10:02Z. Reason: RulesEngine.""",0,0,"{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",INFORMATION,"2022-11-22T08:04:02.9186336Z",0,0,0,"windows_eventchannel","-","1669104242.260777444",log,EventChannel,"s2g-siem-server","-","Software protection service scheduled successfully.",1,"-","-","windows, windows_application","-",60642,"-",3,false,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 09:04:02.921"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28227,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T07:42:48.1005779Z",12544,8932,2,"windows_eventchannel","-","1669102969.249285821",log,EventChannel,"s2g-siem-server","-","Windows logon success.",23,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 08:42:49.109"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28217,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T07:20:41.0442061Z",12544,8932,2,"windows_eventchannel","-","1669101641.237520348",log,EventChannel,"s2g-siem-server","-","Windows logon success.",17,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 08:20:41.745"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28207,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T07:07:50.4030708Z",12544,4324,2,"windows_eventchannel","-","1669100871.230614991",log,EventChannel,"s2g-siem-server","-","Windows logon success.",6,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 08:07:51.414"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28201,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T06:42:48.0776685Z",12544,8932,2,"windows_eventchannel","-","1669099369.217225687",log,EventChannel,"s2g-siem-server","-","Windows logon success.",23,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 07:42:49.090"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-11-22T14:09:51Z, RulesEngine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"1-admin-machine",16384,793,"Software Protection Platform Service",0x80000000000000,4,"""Successfully scheduled Software Protection service for re-start at 2022-11-22T14:09:51Z. Reason: RulesEngine.""",0,0,"{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",INFORMATION,"2022-11-22T06:36:51.8004057Z",0,0,0,"windows_eventchannel","-","1669099011.214053737",log,EventChannel,"s2g-siem-server","-","Software protection service scheduled successfully.",4,"-","-","windows, windows_application","-",60642,"-",3,false,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 07:36:51.806"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28184,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T06:20:41.0022642Z",12544,3976,2,"windows_eventchannel","-","1669098041.205480359",log,EventChannel,"s2g-siem-server","-","Windows logon success.",17,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 07:20:41.734"
"wazuh-alerts-4.x-2022.11.22",023,"10.11.1.10","1-admin-machine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Negotiate,"-","-","%%1842","-","%%1833","-","-",0,"-","{00000000-0000-0000-0000-000000000000}",Advapi,5,"-","-","-","-",0x2b0,"C:\\Windows\\System32\\services.exe","-","-","-",WORKGROUP,0x3e7,"1-ADMIN-MACHINE$","S-1-5-18","NT AUTHORITY",0x0,0x3e7,SYSTEM,"S-1-5-18","%%1843","-",Security,"1-admin-machine",4624,28176,"-",0x8020000000000000,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		1-ADMIN-MACHINE$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2b0
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,696,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing","AUDIT_SUCCESS","2022-11-22T06:07:50.3908942Z",12544,4324,2,"windows_eventchannel","-","1669097271.198570281",log,EventChannel,"s2g-siem-server","-","Windows logon success.",6,"IV_32.2","7.1, 7.2","windows, windows_security, authentication_success","164.312.b",60106,"-",3,false,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access","Valid Accounts","AC.7, AU.14","10.2.5","CC6.8, CC7.2, CC7.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Nov 22, 2022 @ 07:07:51.409"
